Iteration,orbitalEnergies,exchangePotential,correlationPotential,bandEnergy,exchangeEnergy,correlationEnergy,totalEnergy
1,"[-19.91438962 -11.01803342  -2.00644505  -1.55867172  -1.42722806
  -1.42722806  -1.39814357  -1.21105842  -1.21105842  -0.74019361]",-15.8117202417,-1.04277353153,-63.5002789853,-11.8587901812,-0.934085008741,-111.719684379
2,"[-19.91395205 -11.01808121  -2.14040309  -1.52077147  -1.47178965
  -1.47178965  -1.4448988   -1.17050979  -1.17050979  -0.59980787]",-15.812093657,-1.04278861458,-63.9633718273,-11.8590702427,-0.934099125176,-112.185061903
3,"[-19.913692   -11.01821237  -2.17952099  -1.57592046  -1.49645785
  -1.49645785  -1.40937284  -1.14894134  -1.14894134  -0.55333338]",-15.8121970015,-1.04279206437,-64.1792687421,-11.8591477511,-0.934102314658,-112.401870583
4,"[-19.91360196 -11.01826188  -2.188943    -1.59678489  -1.50920076
  -1.50920076  -1.40205673  -1.13786105  -1.13786105  -0.53719923]",-15.8121939365,-1.042791334,-64.276099964,-11.8591454524,-0.934101602869,-112.498937907
5,"[-19.91362648 -11.01823595  -2.19111645  -1.60493653  -1.4936471
  -1.4936471   -1.40021793  -1.13214928  -1.13214928  -0.53134079]",-15.8121575441,-1.04278939629,-64.2308550971,-11.8591181581,-0.934099782432,-112.453611012
6,"[-95.70228645 -19.9167269  -11.01658139  -2.19293312  -1.60986028
  -1.39824429  -1.12647185  -1.12647185  -0.52973892  -1.        ]",-15.8110534325,-1.04274340784,-62.7745793738,-11.8582900743,-0.934056834351,-110.985959337
1,"[-12.6473571  -12.6473571  -12.64735708 -11.20841418  -8.6559443
  -8.43863755  -8.43863755  -5.05114269  -5.05114174  -0.83629798]",-15.2629142026,-1.07201087982,-111.745291487,-11.447185652,-0.959993656802,-165.1777424
1,"[-19.71840519 -10.91229101  -2.09084076  -1.47294235  -1.43837695
  -1.43828122  -1.34243888  -1.34243888  -1.16983646  -1.16918855]",-15.8168027078,-1.04293001389,-62.8271527238,-11.8626020308,-0.934232941407,-111.04130164
2,"[-19.7223034  -10.90833182  -2.16266431  -1.48241015  -1.48227759
  -1.4489987   -1.34243888  -1.34243888  -1.12311881  -1.06945608]",-15.8167260103,-1.04294619499,-63.0988497006,-11.8625445078,-0.934248719612,-111.310848636
3,"[-19.71389432 -10.89000519  -2.17059624  -1.47586221  -1.10636288
  -1.10235537  -0.94063966  -0.91254329  -1.          -1.        ]",-15.8443993901,-1.04335178988,-60.2662130589,-11.8832995426,-0.934637142608,-108.525927418
1,"[-19.71966433 -10.91293254  -2.09133023  -1.47335036  -1.43887068
  -1.43879832  -1.34243888  -1.34243888  -1.17015644  -1.16944848]",-15.8152211926,-1.04287624013,-62.8347706668,-11.8614158945,-0.934182431555,-111.041554097
2,"[-19.72165213 -10.90944892  -2.16280842  -1.48221309  -1.48213535
  -1.44931836  -1.34243888  -1.34243888  -1.12349816  -1.06916901]",-15.816191634,-1.0429226491,-63.1000302914,-11.8621437255,-0.934226602113,-111.31080561
1,"[-19.71894174 -10.91378159  -2.09111881  -1.47379275  -1.42037694
  -1.43758986  -1.43758986  -1.09326559  -1.11102276  -0.75082977]",-15.8159793432,-1.04293558409,-62.9863831045,-11.8619845074,-0.93423805031,-111.198510646
2,"[-19.71683497 -10.91429527  -2.16187996  -1.45065506  -1.49861515
  -1.47978403  -1.47978403  -1.09326559  -1.11102276  -0.75082977]",-15.8172672182,-1.04298759372,-63.4036969782,-11.8629504136,-0.934286570864,-111.624644942
3,"[-19.73243089 -10.90571006  -2.1749174   -1.47686005  -1.49188018  -1.          -1.
  -1.11982871  -1.11912089  -0.75082977]",-15.8117422523,-1.04276083036,-62.041496344,-11.8588066892,-0.934074729728,-110.207080866
1,"[-20.88334373 -12.00796258  -3.16275028  -2.46214132  -2.51847904
  -2.42633058  -2.42633058  -2.1120629   -2.10242901  -1.74538789]",-15.8115824345,-1.04277514737,-63.7746762445,-11.8586868259,-0.934086589123,-112.014644902
1,"[-20.88287566 -12.00802322  -3.16327448  -2.46227527  -2.5188417
  -2.42682798  -2.42682798  -2.11287291  -2.10185417  -1.74547706]",-15.8115704708,-1.04277426514,-63.7778925608,-11.8586778531,-0.934085707162,-112.009908614
2,"[ -2.08793860e+01  -1.20041700e+01  -2.35330041e+00  -2.00000000e+00
  -2.00000000e+00  -1.32676484e-02  -1.32641356e-02  -8.17568049e-01
  -2.00000000e+00  -1.75120053e+00]",-15.8184950943,-1.04286594712,-48.2651751686,-11.8638713207,-0.934173739269,-96.5135728309
1,"[-20.87244894 -12.0042671   -3.16202341  -2.46191053  -2.51823742
  -2.414059    -2.414059    -2.11152933  -2.10264303  -1.74526527]",-15.811534854,-1.04277479026,-63.6940107921,-11.8586511405,-0.934086217494,-111.94480988
1,"[-20.71479005 -11.91265197  -3.14258892  -2.44923955  -2.50974848
  -2.44358375  -2.44358375  -2.12084161  -2.12084161  -2.        ]",-15.8165036985,-1.04294767697,-63.2226842375,-11.8623777739,-0.934249141555,-111.439101347
1,"[-18.74819891  -9.92408861  -1.17101971  -0.48153009  -0.46121396
  -0.49717687  -0.49717687  -0.09103258  -0.14482402  -0.        ]",-15.8172737759,-1.04293482937,-63.5608100358,-11.8629553319,-0.934237987605,-111.767282908
2,"[-18.74844102  -9.92357307  -1.17214915  -0.55904313  -0.40660034
  -0.5067883   -0.5067883   -0.09103258  -0.14482402  -0.        ]",-15.8173979264,-1.04294468808,-63.6467666026,-11.8630484448,-0.934247312489,-111.854364617
3,"[-18.7484245   -9.92349829  -1.17207897  -0.58528948  -0.38626933
  -0.5076874   -0.5076874   -0.09103258  -0.14482402  -0.        ]",-15.8173982585,-1.04294422704,-63.6618707024,-11.8630486939,-0.9342468501,-111.869710562
4,"[-18.74827485  -9.92346263  -1.17201288  -0.58892926  -0.38309963
  -0.50779109  -0.50779109  -0.09103258  -0.14482402  -0.        ]",-15.8175028613,-1.0429474229,-63.6627228476,-11.863127146,-0.934249833243,-111.871275453
5,"[-18.74819089  -9.923442    -1.17198144  -0.58927897  -0.38257251
  -0.50780015  -0.50780015  -0.09103258  -0.14482402  -0.        ]",-15.8175667059,-1.04294948677,-63.6621322229,-11.8631750294,-0.934251766725,-111.871100188
6,"[-18.7481573   -9.92343302  -1.17196935  -0.58931011  -0.38245575
  -0.5077989   -0.5077989   -0.09103258  -0.14482402  -0.        ]",-15.8175930667,-1.04295035706,-63.6618466616,-11.8631948,-0.93425258308,-111.870985724
7,"[-18.74814569  -9.92342977  -1.17196521  -0.58931282  -0.38242591
  -0.50779747  -0.50779747  -0.09103258  -0.14482402  -0.        ]",-15.8176022348,-1.04295066445,-63.6617486655,-11.8632016761,-0.934252871563,-111.870947943
8,"[-18.74814226  -9.92342881  -1.17196398  -0.58931309  -0.38241939
  -0.50779609  -0.50779609  -0.09103258  -0.14482402  -0.        ]",-15.8176048252,-1.04295075054,-63.6617194419,-11.8632036189,-0.934252951392,-111.870936715
9,"[-18.74814186  -9.92342875  -1.17196382  -0.58931333  -0.38242201
  -0.50779348  -0.50779348  -0.09103258  -0.14482402  -0.        ]",-15.8176048823,-1.04295075839,-63.6617134832,-11.8632036617,-0.934252958623,-111.870932951
10,"[-18.74814296  -9.92342908  -1.17196418  -0.58931384  -0.38243434
  -0.50778686  -0.50778685  -0.09103258  -0.14482402  -0.        ]",-15.8176035945,-1.04295072512,-63.6617162178,-11.8632026959,-0.934252927154,-111.870930233
11,"[-18.74814562  -9.92342962  -1.17196504  -0.58931481  -0.3824681
  -0.5077693   -0.50776928  -0.09103258  -0.14482402  -0.        ]",-15.8176009297,-1.0429506528,-63.6617235229,-11.8632006973,-0.934252858914,-111.870924949
12,"[-18.74815102  -9.92343015  -1.17196674  -0.58931672  -0.38255691
  -0.5077228   -0.50772266  -0.09103258  -0.14482402  -0.        ]",-15.8175960407,-1.04295051919,-63.6617339946,-11.8631970305,-0.93425273304,-111.870911374
13,"[-18.74816231  -9.92343001  -1.17197019  -0.58932066  -0.38278945
  -0.5076004   -0.50759934  -0.09103258  -0.14482402  -0.        ]",-15.8175869197,-1.04295026966,-63.6617447346,-11.8631901898,-0.934252498373,-111.870875519
14,"[-18.74818704  -9.92342711  -1.17197755  -0.58932922  -0.38339726
  -0.50728091  -0.50727342  -0.09103258  -0.14482402  -0.        ]",-15.8175691513,-1.04294978356,-63.661745014,-11.8631768635,-0.934252042165,-111.870781211
1,"[-18.88484191 -10.00793383  -1.1890537   -0.5150035   -0.51498591
  -0.49929254  -0.35563778  -0.35563778  -0.1180458   -0.11012479]",-15.8110793669,-1.04275578667,-63.9334983571,-11.8583095252,-0.934068502471,-112.162984083
2,"[-18.8842795  -10.00764758  -1.19022511  -0.5811839   -0.52303942
  -0.52300929  -0.35563778  -0.35563778  -0.15893199  -0.10092709]",-15.8116317791,-1.04277729108,-64.1300451496,-11.8587238343,-0.934088678488,-112.363479349
3,"[ -1.88838105e+01  -1.00076613e+01  -1.19004782e+00  -6.07156985e-01
  -5.23393650e-01  -5.23357594e-01  -3.55637784e-01  -3.55637784e-01
  -9.99814501e-02  -1.07804236e-02]",-15.8119522922,-1.04279046841,-64.182131194,-11.8589642192,-0.934101002612,-112.417976461
4,"[-18.88364516 -10.00777358  -1.19000323  -0.61035073  -0.523383
  -0.52334411  -0.35563778  -0.35563778  -0.09983086  -0.        ]",-15.8120124043,-1.04279385926,-64.1882751794,-11.8590093032,-0.934104152816,-112.4246374
5,"[-18.88363608 -10.00795983  -1.19004528  -0.61061088  -0.52340366
  -0.52336321  -0.35563778  -0.35563778  -0.09984458  -0.        ]",-15.8119181919,-1.04279108762,-64.1893134684,-11.8589386439,-0.934101532311,-112.425139341
6,"[-18.88384534 -10.00817901  -1.19021307  -0.61075238  -0.52352666
  -0.52350687  -0.39436828  -0.35563778  -0.35563778  -0.06900348]",-15.8116824307,-1.04278177354,-64.2687832074,-11.858761823,-0.934092781921,-112.502724701
7,"[-18.88392083 -10.00832294  -1.19028917  -0.610804    -0.52358054
  -0.52357075  -0.39648973  -0.35563778  -0.35563778  -0.06900348]",-15.8115773716,-1.0427773618,-64.2739559252,-11.8586830287,-0.934088637037,-112.506971073
8,"[-18.88395515 -10.00839836  -1.19032611  -0.61082771  -0.52360648
  -0.52360161  -0.39651298  -0.35563778  -0.35563778  -0.06900348]",-15.8115286313,-1.04277526547,-64.2744567663,-11.8586464734,-0.934086668322,-112.507011911
9,"[-18.88397188 -10.00843637  -1.1903444   -0.61083931  -0.52361929
  -0.52361687  -0.39651606  -0.35563778  -0.35563778  -0.06900348]",-15.8115052853,-1.04277425059,-64.2746883817,-11.858628964,-0.934085714386,-112.507014134
10,"[-18.88398018 -10.0084554   -1.1903535   -0.61084507  -0.52362567
  -0.52362446  -0.39651789  -0.35563778  -0.35563778  -0.06900348]",-15.8114938861,-1.04277375278,-64.2748043765,-11.8586204146,-0.934085246479,-112.507015627
11,"[-18.88398432 -10.0084649   -1.19035805  -0.61084795  -0.52362886
  -0.52362825  -0.39651886  -0.35563778  -0.35563778  -0.06900348]",-15.8114882619,-1.04277350624,-64.2748623379,-11.8586161964,-0.934085014677,-112.507016423
