Iteration,orbitalEnergies,exchangePotential,correlationPotential,exchangeEnergy,correlationEnergy,totalEnergy
29,[-1.30527318 -1.18146595],-2.49273294627,-0.213410745968,-1.8695497097,-0.190393901385,-8.73938398822
30,[-1.28344903 -0.3750146 ],-2.4823320389,-0.213044373614,-1.86174902917,-0.190049935066,-7.86565488806
31,[-1.29270224 -0.57620268],-2.42010371241,-0.210333433853,-1.8150777843,-0.187502486741,-7.93649811073
32,[-1.34896514 -0.68314175],-2.40363894749,-0.209899751438,-1.80272921062,-0.187094181849,-8.12535731817
33,[-1.36168481 -1.28155278],-2.45051575448,-0.211929943506,-1.83788681586,-0.189001206112,-8.86100649496
34,[-1.31920636 -0.55413238],-2.47736092552,-0.212647325941,-1.85802069414,-0.18967675164,-8.09937646207
35,[-1.29823853 -0.78777884],-2.4748819303,-0.212505469373,-1.85616144772,-0.189543585447,-8.28461833183
36,[-1.30080674 -0.3267391 ],-2.46052832342,-0.212102788524,-1.84539624257,-0.189164564879,-7.80076999581
37,[-1.31216212 -1.19601808],-2.38830323338,-0.208972516162,-1.79122742504,-0.18622347399,-8.51959175341
38,[-1.37817652 -0.20092803],-2.37752308092,-0.208713656409,-1.78314231069,-0.185979535013,-7.63775381547
39,[-1.38616949 -0.9573761 ],-2.27706638832,-0.204040656926,-1.70779979124,-0.181591236195,-8.16131951485
40,[-1.48365648 -1.15437187],-2.28232264013,-0.20423085694,-1.7117419801,-0.181770031758,-8.56486392117
41,[-1.478825   -1.47641117],-2.46035890521,-0.212344924365,-1.84526917891,-0.189392164638,-9.31355597249
42,[-1.30821947 -0.39187788],-2.52318089766,-0.213955368033,-1.89238567325,-0.190909288142,-8.00451918832
43,[-1.25912679 -1.14585726],-2.47130046764,-0.211684309267,-1.85347535073,-0.188774472389,-8.534286631
44,[-1.31000693 -1.11015785],-2.40705085793,-0.20994477242,-1.80528814344,-0.187136659256,-8.47876690244
45,[-1.35988636 -0.54987744],-2.53340257236,-0.215051827374,-1.90005192927,-0.191936964361,-8.3129658745
46,[-1.2465316  -0.04229576],-2.56817843167,-0.215977815153,-1.92613382376,-0.192809130766,-7.64552092888
47,[-1.21952831 -1.11333033],-2.28093590759,-0.202190598688,-1.71070193069,-0.179903761314,-7.94356548226
48,[-1.48895455 -0.28186585],-2.19203599753,-0.199857257214,-1.64402699814,-0.177706505277,-7.49504518109
49,[-1.55567792 -0.3922516 ],-2.18113685411,-0.200366397495,-1.63585264058,-0.178142818895,-7.7287880796
50,[-1.57239218 -0.15532665],-2.26461799353,-0.202695251714,-1.69846349515,-0.180334461779,-7.67720172422
51,[-1.50427512 -0.51894201],-2.19114485411,-0.198946901589,-1.64335864058,-0.176814514915,-7.7110203353
52,[-1.58282708 -0.19343219],-2.19116375442,-0.198943758523,-1.64337281581,-0.176811655932,-7.54239693206
53,[-1.58291738 -0.52960501],-2.16460062777,-0.197707046008,-1.62345047083,-0.175643813066,-7.80979923472
54,[-1.61272055 -1.15304168],-2.1845977778,-0.198244049688,-1.63844833335,-0.176149409577,-8.5274083005
55,[-1.59679118 -0.11672836],-2.38816084071,-0.20879935049,-1.79112063053,-0.186059205549,-7.9969750058
56,[-1.37840997 -0.14862592],-2.43893496278,-0.210033285279,-1.82920122208,-0.187221963587,-7.68125061262
57,[-1.33896104 -0.40479095],-2.32459836207,-0.20411172909,-1.74344877155,-0.181666617128,-7.55662634264
58,[-1.46110442 -0.31617277],-2.23656568236,-0.201796830334,-1.67742426177,-0.179486818164,-7.55648393043
59,[-1.5290612  -1.46299303],-2.24161417584,-0.202344858304,-1.68121063188,-0.17999111078,-8.85671081298
60,[-1.52411575 -1.1555993 ],-2.27597606045,-0.203303193937,-1.70698204534,-0.180892994233,-8.60251640262
61,[-1.49599271 -0.13270336],-2.45958500242,-0.211856605667,-1.84468875182,-0.188933773825,-7.98402507585
62,[-1.31229999 -0.69487349],-2.49243562667,-0.21263965227,-1.86932672,-0.189672040624,-8.23700635534
63,[-1.28723518 -0.17952466],-2.53677169331,-0.214341132774,-1.90257876999,-0.191271663693,-7.77524121504
64,[-1.2518356  -0.78538354],-2.48091263916,-0.212815916697,-1.86068447937,-0.189835620467,-8.20254413552
65,[-1.29550715 -0.1879797 ],-2.5292878666,-0.21462746269,-1.89696589995,-0.1915390556,-7.80332240858
66,[-1.25344291 -0.84256178],-2.52033125429,-0.214397019565,-1.89024844071,-0.191321952587,-8.35706521092
67,[-1.26021261 -0.77041599],-2.56267803937,-0.215907875369,-1.92200852953,-0.192742629728,-8.3935330681
68,[-1.2245425  -0.40439821],-2.55100556218,-0.215585381386,-1.91325417163,-0.192438974197,-7.93336688645
69,[-1.23354208 -1.14882848],-2.46955949817,-0.212266940215,-1.85216962363,-0.189320933973,-8.50600371415
70,[-1.30443376 -0.80478063],-2.4431401532,-0.211585365808,-1.8323551149,-0.188678831737,-8.25485446696
71,[-1.32431814 -0.27673589],-2.49606639471,-0.213782465793,-1.87204979604,-0.190742644537,-7.89009323086
72,[-1.27814354 -0.27393829],-2.52916940544,-0.214687573288,-1.89687705408,-0.191594833186,-7.85903939125
73,[-1.25232154 -0.77382336],-2.41036002458,-0.209679259187,-1.80777001844,-0.186890464649,-8.02579600353
74,[-1.35812303 -0.39923578],-2.37668415013,-0.208790949676,-1.7825131126,-0.186053948628,-7.80062512665
75,[-1.3838639  -1.12852501],-2.35153052943,-0.207908159053,-1.76364789707,-0.185220742768,-8.52449342327
76,[-1.40819445 -0.26219045],-2.38423182871,-0.208826105991,-1.78817387153,-0.186084646196,-7.76907512382
77,[-1.38195421 -0.83542221],-2.31569111845,-0.205729193808,-1.73676833884,-0.183174912225,-8.12135867341
78,[-1.44781635 -1.39011843],-2.31502049535,-0.205723172478,-1.73626537151,-0.183169195248,-8.80700928025
79,[-1.44820224 -1.37144736],-2.51667512724,-0.214424251695,-1.88750634543,-0.191347306363,-9.27347148107
80,[-1.25865711 -1.07025441],-2.57173958263,-0.215816391572,-1.92880468697,-0.192659166993,-8.69594127348
81,[-1.21612276 -1.05787068],-2.65370626903,-0.218761849486,-1.99027970177,-0.195428050005,-8.78365350375
82,[-1.15173148 -0.19818564],-2.59654789067,-0.217150875531,-1.947410918,-0.193911471433,-7.68070958533
83,[-1.19582394 -0.72487315],-2.41294344819,-0.209513751541,-1.80970758614,-0.186740219896,-7.86396237086
84,[-1.35602908 -0.78594934],-2.35957123323,-0.208148338166,-1.76967842493,-0.185454009078,-8.14891109364
85,[-1.39575636 -0.79563348],-2.43469896296,-0.21165026867,-1.82602422222,-0.188737965515,-8.42010422204
86,[-1.32984966 -0.73280981],-2.50261661799,-0.21352067062,-1.87696246349,-0.190498776603,-8.35634813647
87,[-1.2760426  -1.19145805],-2.53445295969,-0.214792898891,-1.90083971977,-0.191694107348,-8.78129437489
88,[-1.24863747 -0.79065974],-2.51845557458,-0.214312749019,-1.88884168094,-0.191242412133,-8.29297950426
89,[-1.26153615 -0.27345309],-2.54936276573,-0.215460303997,-1.9120220743,-0.192321305619,-7.87160864849
90,[-1.23524084 -0.41943814],-2.54297770587,-0.215277120661,-1.9072332794,-0.192148918105,-7.95225741259
91,[-1.24025031 -0.43944948],-2.46830654847,-0.212267993651,-1.85122991136,-0.189321418742,-7.80894754261
92,[-1.30505575 -0.68187777],-2.44709938518,-0.211720716586,-1.83532453889,-0.188805848928,-8.14169986709
93,[-1.32104149 -1.08712135],-2.47299966363,-0.212866857885,-1.85474974772,-0.189881873982,-8.64062495047
94,[-1.2984069  -0.85452753],-2.50022385458,-0.213616392034,-1.87516789093,-0.190587521814,-8.41539457832
95,[-1.27708444 -0.62225357],-2.55123933366,-0.215573344488,-1.91342950024,-0.192427235533,-8.25715265148
96,[-1.23311128 -0.55362151],-2.55104001187,-0.215533443142,-1.91328000891,-0.19239000212,-8.09889367091
97,[-1.23363721 -0.49144935],-2.51439551516,-0.214060529927,-1.88579663637,-0.191005938656,-7.95289792973
98,[-1.26546773 -0.93364242],-2.49240556492,-0.213470059302,-1.86930417369,-0.190449856303,-8.41669338326
99,[-1.28226551 -0.65941719],-2.55275226992,-0.215779324405,-1.91456420244,-0.192620265714,-8.31326105757
100,[-1.23066764 -0.01922739],-2.57259459633,-0.216314489767,-1.92944594724,-0.19312428145,-7.60838229473
101,[-1.21543922 -0.81167931],-2.22794136043,-0.199515420804,-1.67095602032,-0.177427811417,-7.50769057602
