Iteration,orbitalEnergies,exchangePotential,correlationPotential,bandEnergy,exchangeEnergy,correlationEnergy,totalEnergy
1,[-3.84370418 -2.47683072],-1.91264009944,-0.180864797053,-4.16423908876,-1.43448007458,-0.159921329544,-7.57160135885
2,[-3.88113619 -3.74790424],-3.10547469217,-0.230790371839,-5.51017661311,-2.32910601912,-0.206770867783,-11.7793120279
3,[-2.80772885 -2.79768006],-2.68682872589,-0.219058893385,-2.41313776441,-2.01512154442,-0.195715303596,-7.8058325684
4,[-3.41527299 -3.40346248],-2.68615064832,-0.219168747967,-4.23400845591,-2.01461298624,-0.195816988063,-9.63073419882
1,[-1.87502343 -0.1048349 ],-1.99320427754,-0.18065507802,-3.85488175482,-1.49490320816,-0.159887923311,-7.33178332691
2,[-1.8607761 -0.1039314],-1.99026160019,-0.180529507276,-3.8254836023,-1.49269620014,-0.159771143975,-7.29617905032
3,[-1.87045619 -0.10515578],-1.98162890809,-0.180206964304,-3.84606815823,-1.48622168107,-0.159469624905,-7.30004680211
4,[-1.87817734 -0.10572956],-1.98316328374,-0.18028635584,-3.86208424057,-1.4873724628,-0.159543251172,-7.31974516649
5,[-1.86674422 -0.10434723],-1.99007276742,-0.180557116025,-3.8378356687,-1.49255457556,-0.159796861105,-7.30949364641
1,[-1.87358724 -0.10483287],-1.99305225786,-0.180668159068,-3.85200734993,-1.49478919339,-0.159899781022,-7.33003277161
2,[-1.86131497 -0.10382758],-1.99062843937,-0.180575134519,-3.82645751853,-1.49297132952,-0.159813498596,-7.29986226674
3,[-1.86924597 -0.10493842],-1.98202169149,-0.18024423938,-3.84343036002,-1.48651626862,-0.159504327569,-7.29981485815
4,[-1.87838415 -0.10576467],-1.98221947691,-0.180270105459,-3.86253297032,-1.48666460769,-0.159527846459,-7.31983574076
5,[-1.86890134 -0.10456382],-1.98913764452,-0.180546885488,-3.84236649868,-1.49185323339,-0.159786715386,-7.31382938583
6,[-1.85915108 -0.1035814 ],-1.98897359073,-0.180528380935,-3.82188354965,-1.49173019305,-0.159770762358,-7.29287142377
7,[-1.86309187 -0.10308152],-1.99365651705,-0.180689861506,-3.82926526778,-1.49524238778,-0.159926261114,-7.30969182352
1,[-4.87911878 -3.1069048 ],-1.98884364872,-0.18044187454,-3.86514237141,-1.49163273654,-0.159689472934,-7.33246621096
2,[-4.88492875 -3.1081562 ],-1.98964352193,-0.180470572854,-3.87801370706,-1.49223264145,-0.159716659314,-7.3469468268
3,[-4.88085541 -3.10606081],-1.99027691482,-0.180481989394,-3.8677716417,-1.49270768612,-0.159727660845,-7.33751688129
4,[-4.88297107 -3.10842584],-1.99016191051,-0.180472905055,-3.87436797315,-1.49262143288,-0.159719362615,-7.34373608323
5,[-4.88316361 -3.12269571],-1.97988803423,-0.179542810711,-3.8890229293,-1.48491602567,-0.158882989976,-7.32533004751
6,[-4.89766222 -6.4487415 ],-0.864002258215,-0.12804549233,-7.24406594615,-0.648001693662,-0.110548164346,-7.96054574711
7,[-6.66828813 -6.9638985 ],-0.941168093662,-0.133787934355,-11.3004747508,-0.705876070246,-0.115766468493,-12.0329587436
1,[-3.88256066 -2.5       ],-1.96133481539,-0.184954856493,-4.26512131222,-1.47100111154,-0.163888435669,-5.82746161992
1,[-3.8811236  -2.10618505],-1.99212441299,-0.180534087174,-3.86843225307,-1.49409330974,-0.159778720799,-7.34340486651
2,[-3.87841502 -2.11738927],-2.05464152698,-0.182598745875,-3.87421931681,-1.54098114524,-0.161745878018,-7.46321801985
1,[-3.88745473 -2.10982341],-1.99119695362,-0.180545823779,-3.88473287511,-1.49339771521,-0.159785723823,-7.35387481348
2,[-3.88044722 -2.10500159],-1.99333352134,-0.180603384214,-3.86589603462,-1.495000141,-0.159840332928,-7.33846146115
3,[-3.8831063  -2.11001836],-1.99245607236,-0.180557516768,-3.87623096897,-1.49434205427,-0.159797698136,-7.34656835063
1,[-3.88059325 -2.10631723],-1.98899990441,-0.180455229701,-3.86750373472,-1.4917499283,-0.159701825727,-7.33638688209
2,[-3.88184306 -2.106252  ],-1.98951433989,-0.180472867401,-3.8699381159,-1.49213575492,-0.159718515612,-7.33981050996
3,[-3.88068836 -2.10605048],-1.98974944987,-0.180476198855,-3.86742721055,-1.4923120874,-0.159721781534,-7.3375665812
4,[-3.88148649 -2.10625224],-1.989913623,-0.180480779696,-3.86922522134,-1.49243521725,-0.159726206393,-7.3396502101
5,[-3.88107616 -2.1059204 ],-1.99015490667,-0.180486281816,-3.86807273105,-1.49261618,-0.159731518316,-7.33885331485
6,[-3.88107286 -2.10608631],-1.99024317494,-0.180486198707,-3.86823203073,-1.4926823812,-0.159731598074,-7.33906330165
7,[-3.88120164 -2.10574691],-1.99054386271,-0.180494359446,-3.86815019493,-1.49290789703,-0.159739451974,-7.33946684265
1,[ -3.  nan],nan,nan,nan,nan,nan,nan
1,[-3.84074169 -0.20472156],-3.05717276297,-0.252332018993,-8.09092648699,-2.29287957223,-0.223551367643,-14.4119801169
1,[-3.84484028 -0.205083  ],-3.0555054252,-0.252263379833,-8.09984656639,-2.2916290689,-0.223487408761,-14.4200825062
2,[-3.83563117 -0.20482704],-3.04909110546,-0.252063622713,-8.08091640724,-2.28681832909,-0.223299443362,-14.3867656663
3,[-3.84715275 -0.20650524],-3.04102069994,-0.251839633647,-8.10731597435,-2.28076552496,-0.223087908916,-14.3960893297
4,[-3.85105727 -0.20713514],-3.04146357724,-0.251903577732,-8.11638481661,-2.28109768293,-0.223146893713,-14.4081994927
5,[-3.84128149 -0.20649677],-3.04033904322,-0.251928004632,-8.09555653118,-2.28025428241,-0.223168548957,-14.3872780547
6,[-3.84467434 -0.20896807],-3.0200887644,-0.251418170645,-8.10728481613,-2.2650665733,-0.222685093001,-14.3572555632
1,[-3.84074169 -0.20472156],-3.05717276297,-0.252332018993,-8.09092648699,-2.29287957223,-0.223551367643,-7.2978526449
2,[-24.67202861 -54.20689659],-1.05360974997,-0.1846009566,-157.757850392,-0.790207312481,-0.159581507214,-157.469428505
1,[-3.83320894 -0.20493322],-3.04712892332,-0.252023227661,-8.07628432328,-2.28534669249,-0.22326080331,-7.2857396681
1,[-3.91360965 -0.20679912],-3.0840555044,-0.253059802171,-8.24081753495,-2.3130416283,-0.224239841049,-14.618906843
1,[-3.85940464 -0.20689474],-3.05124742222,-0.252139517514,-8.13259875677,-2.28843556667,-0.223369502778,-14.4385042933
2,[-3.86047942 -0.20707085],-3.05056440397,-0.252129244356,-8.13510055305,-2.28792330298,-0.223359501088,-14.4398231135
3,[-3.86406579 -0.20681329],-3.05359058449,-0.252226952323,-8.14175815591,-2.29019293837,-0.22345174413,-14.4539343056
4,[-3.8645659  -0.20616655],-3.0572516731,-0.252322816729,-8.14146489759,-2.29293875482,-0.223542719948,-14.4615688876
5,[-3.85504156 -0.20655162],-3.05005958633,-0.252085408625,-8.12318637226,-2.28754468974,-0.2233187104,-14.4253263936
6,[-3.86563594 -0.20716758],-3.05455491229,-0.252250751018,-8.14560703092,-2.29091618422,-0.223474115386,-14.4594332914
7,[-3.85926705 -0.20662844],-3.05122547422,-0.25214310956,-8.13179099595,-2.28841910567,-0.223372809052,-14.4378442832
8,[-3.86018401 -0.20735593],-3.0481457628,-0.252051958613,-8.13507987645,-2.2861093221,-0.223286529912,-14.4338933325
9,[-3.86809641 -0.20707084],-3.05513112418,-0.252281786327,-8.15033449466,-2.29134834313,-0.223503260851,-14.4663456926
10,[-3.85798769 -0.20648826],-3.05063128036,-0.25212170666,-8.12895190194,-2.28797346027,-0.223352710856,-14.4335220059
11,[-3.86420761 -0.20699393],-3.05385553248,-0.252225464448,-8.14240308269,-2.29039164936,-0.223450369556,-14.4544732319
12,[-3.86330821 -0.2062949 ],-3.05683254025,-0.252313746597,-8.1392062222,-2.29262440519,-0.223533926689,-14.4582874564
13,[-3.85566683 -0.20656681],-3.050079114,-0.252091665071,-8.12446728007,-2.2875593355,-0.22332450006,-14.4269240424
14,[-3.86544274 -0.20712931],-3.05443394161,-0.252246532553,-8.14514409442,-2.29082545621,-0.22347014915,-14.4586692132
15,[-3.85942202 -0.20663963],-3.05132050179,-0.252146380142,-8.13212329864,-2.28849037634,-0.223375883029,-14.4384070094
16,[-3.86028872 -0.20731437],-3.04845761307,-0.252061449451,-8.13520617902,-2.2863432098,-0.223295497829,-14.4347521809
1,[-3.85984593 -0.20578851],-3.05743291517,-0.252314474577,-8.13126888543,-2.29307468637,-0.223535840536,-14.4557332997
2,[-3.85054363 -0.20623847],-3.04904087797,-0.252054044077,-8.11356420127,-2.28678065848,-0.223289766998,-14.4178658822
3,[-3.86248415 -0.20689503],-3.0539895565,-0.252234588178,-8.13875835919,-2.29049216737,-0.223459428331,-14.4557757749
4,[-3.85554505 -0.20631677],-3.05034515383,-0.252118421991,-8.12372364777,-2.28775886537,-0.223350059561,-14.4322893634
5,[-3.85654851 -0.20707818],-3.04712448443,-0.252023324794,-8.1272533847,-2.28534336332,-0.223260035623,-14.4282501122
1,[-3.85984593 -0.20578851],-3.05743291517,-0.252314474577,-8.13126888543,-2.29307468637,-0.223535840536,-14.4557332997
2,[-3.85054363 -0.20623847],-3.04904087797,-0.252054044077,-8.11356420127,-2.28678065848,-0.223289766998,-14.4178658822
3,[-3.86248415 -0.20689503],-3.0539895565,-0.252234588178,-8.13875835919,-2.29049216737,-0.223459428331,-14.4557757749
1,[-3.85984593 -0.20578851],-3.05743291517,-0.252314474577,-8.13126888543,-2.29307468637,-0.223535840536,-14.4557332997
2,[-3.85054363 -0.20623847],-3.04904087797,-0.252054044077,-8.11356420127,-2.28678065848,-0.223289766998,-14.4178658822
3,[-3.86248415 -0.20689503],-3.0539895565,-0.252234588178,-8.13875835919,-2.29049216737,-0.223459428331,-14.4557757749
4,[-3.85554505 -0.20631677],-3.05034515383,-0.252118421991,-8.12372364777,-2.28775886537,-0.223350059561,-14.4322893634
5,[-3.85654851 -0.20707818],-3.04712448443,-0.252023324794,-8.1272533847,-2.28534336332,-0.223260035623,-14.4282501122
6,[-3.86499552 -0.20677663],-3.05453675624,-0.252266535713,-8.14354430942,-2.29090256718,-0.223489405049,-14.4627730245
7,[-3.85425154 -0.2061663 ],-3.04974556245,-0.252096538331,-8.12083568935,-2.28730917184,-0.223329515294,-14.427890635
8,[-3.86087295 -0.20669484],-3.05320902812,-0.252208009048,-8.13513558009,-2.28990677109,-0.22343443593,-14.4502596966
9,[-3.85991167 -0.20594744],-3.05639284842,-0.252302347888,-8.13171822528,-2.29229463631,-0.223523730248,-14.4543447708
10,[-3.85170878 -0.20623844],-3.04915730909,-0.252064399237,-8.11589444031,-2.28686798182,-0.22329933666,-14.4206938074
1,[-3.85619113 -0.20642001],-3.05119694608,-0.252139012452,-8.12522228363,-2.28839770956,-0.223369641282,-14.4355654671
2,[-3.85893513 -0.20663513],-3.05200357203,-0.252173555244,-8.13114051257,-2.28900267903,-0.223401888914,-14.443609619
3,[-3.85805593 -0.20645235],-3.05177833015,-0.252162109866,-8.12901657106,-2.28883374761,-0.223391242044,-14.4408286667
4,[-3.85830878 -0.20651914],-3.05182778028,-0.252165173265,-8.12965582977,-2.28887083521,-0.223394081581,-14.4416298453
5,[-3.85825039 -0.20649908],-3.051822425,-0.252164653115,-8.12949894806,-2.28886681875,-0.223393603282,-14.4414506743
6,[-3.85825883 -0.20650405],-3.0518139539,-0.252164367646,-8.12952576999,-2.28886046543,-0.223393333674,-14.4414555278
7,[-3.85825814 -0.20650537],-3.05181058002,-0.252164310868,-8.12952700332,-2.28885793501,-0.22339327837,-14.4414501868
8,[-3.85826857 -0.20650391],-3.05182424737,-0.252164776844,-8.12954497345,-2.28886818553,-0.223393717691,-14.4415029311
9,[-3.85827171 -0.20650059],-3.05184158752,-0.252165244902,-8.12954459478,-2.28888119064,-0.223394161799,-14.4415411805
10,[-3.85825121 -0.20650095],-3.05182763827,-0.252164701047,-8.12950430999,-2.2888707287,-0.223393650535,-14.4414622051
11,[-3.8582298 -0.2065074],-3.0517842737,-0.252163422353,-8.12947438472,-2.28883820527,-0.223392440417,-14.441330822
12,[-3.85825421 -0.20651132],-3.0517793227,-0.252163530769,-8.12953106828,-2.28883449203,-0.223392536517,-14.4413876313
13,[-3.85830523 -0.20650614],-3.05183958174,-0.252165244031,-8.12962274922,-2.2888796863,-0.22339415716,-14.4416139573
14,[-3.85829236 -0.20649599],-3.05188630506,-0.252166595316,-8.12957670575,-2.28891472879,-0.223395437065,-14.4416765129
15,[-3.85817108 -0.20649692],-3.05179036673,-0.252163608411,-8.1293360097,-2.28884277505,-0.22339261914,-14.4412110343
16,[-3.85829969 -0.20650609],-3.05184239802,-0.252165253307,-8.12961155193,-2.28888179851,-0.223394168277,-14.4416068274
17,[-3.85828252 -0.20649568],-3.05188553652,-0.252166539735,-8.12955640464,-2.28891415239,-0.223395385668,-14.4416535429
18,[-3.85816587 -0.2064999 ],-3.05178178827,-0.252163167901,-8.12933153981,-2.2888363412,-0.223392205095,-14.4411750101
19,[-3.85831577 -0.2065083 ],-3.05184845014,-0.252165523285,-8.12964812769,-2.2888863376,-0.223394420562,-14.4416604126
1,[-3.85619553 -0.20641951],-3.05120230477,-0.25213913552,-8.12523007394,-2.28840172858,-0.223369758476,-14.435584023
2,[-3.85892155 -0.20663738],-3.05199104151,-0.252173220366,-8.13111787195,-2.28899328113,-0.223401568845,-14.4435557744
3,[-3.85806294 -0.20645448],-3.05176977909,-0.252161856796,-8.12903484073,-2.28882733432,-0.223391003048,-14.4408274718
4,[-3.85831988 -0.20651966],-3.05183482992,-0.252165439608,-8.1296790796,-2.28887612244,-0.223394331244,-14.4416709283
5,[-3.85824157 -0.20649851],-3.05181522437,-0.252164323064,-8.12948015711,-2.28886141828,-0.223393294569,-14.4414106009
6,[-3.85826564 -0.20650519],-3.05182113833,-0.252164665166,-8.12954166094,-2.28886585375,-0.223393612125,-14.4414908185
1,[-3.85653429 -0.20645322],-3.05003618788,-0.252104413231,-8.12597501226,-2.28752714091,-0.223336789941,-14.4326283648
2,[-3.86057436 -0.20680961],-3.05122311732,-0.252156013191,-8.13476794303,-2.28841733799,-0.223384952512,-14.4445826475
3,[-3.85925446 -0.20653377],-3.05085593225,-0.252137959905,-8.13157645439,-2.28814194919,-0.223368146955,-14.4403400133
4,[-3.85966933 -0.20663403],-3.05097779562,-0.252144113371,-8.13260672192,-2.28823334671,-0.223373873428,-14.4417262081
5,[-3.85954396 -0.20660035],-3.05093270544,-0.252141941872,-8.13228862139,-2.28819952908,-0.223371851078,-14.4412802554
6,[-3.85959033 -0.20661242],-3.05094625067,-0.252142586719,-8.1324054936,-2.288209688,-0.223372451165,-14.4414343804
7,[-3.85958909 -0.20660471],-3.05098134514,-0.252143694972,-8.13238760433,-2.28823600885,-0.223373498215,-14.4415021229
8,[-3.85952583 -0.2066046 ],-3.05092906969,-0.252141958105,-8.13226085346,-2.28819680227,-0.2233718618,-14.4412474914
9,[-3.85959305 -0.20661165],-3.05094823503,-0.252142640884,-8.13240940003,-2.28821117627,-0.223372502406,-14.4414425389
10,[-3.859591   -0.20660536],-3.05097762416,-0.252143559198,-8.13239272266,-2.28823321812,-0.223373370325,-14.4414972229
11,[-3.85953168 -0.20660518],-3.0509305113,-0.252142023193,-8.13227372459,-2.28819788348,-0.223371922683,-14.4412645492
12,[-3.85960875 -0.20661077],-3.05095034027,-0.252142656683,-8.13243904876,-2.2882127552,-0.2233725201,-14.441477302
13,[-3.85956386 -0.20660869],-3.05094215995,-0.25214244796,-8.13234511525,-2.28820661997,-0.223372320997,-14.4413646015
14,[-3.85957036 -0.20660975],-3.05093495391,-0.252142247589,-8.1323602183,-2.28820121543,-0.223372131665,-14.4413642269
15,[-3.85959238 -0.20660917],-3.05095114734,-0.252142744781,-8.1324030893,-2.2882133605,-0.223372601349,-14.4414454582
16,[-3.85958888 -0.20660607],-3.05096655339,-0.252143153883,-8.13238991257,-2.28822491504,-0.223372989436,-14.4414659203
17,[-3.8595486  -0.20660695],-3.0509347274,-0.252142176073,-8.13231109667,-2.28820104555,-0.22337206627,-14.4413125644
18,[-3.85959867 -0.20661009],-3.05094928489,-0.252142634867,-8.13241753107,-2.28821196367,-0.223372499015,-14.4414534433
19,[-3.85956727 -0.20660869],-3.05094266065,-0.252142457928,-8.13235192757,-2.28820699549,-0.223372330673,-14.4413725378
20,[-3.85957198 -0.20660968],-3.05093643758,-0.252142282807,-8.13236332382,-2.28820232819,-0.223372165151,-14.4413703357
21,[-3.85959005 -0.20660918],-3.05095010888,-0.252142709787,-8.13239847147,-2.28821258166,-0.223372568336,-14.4414381954
22,[-3.8595873  -0.20660643],-3.05096373835,-0.252143073917,-8.13238746364,-2.28822280377,-0.223372913719,-14.4414570762
23,[-3.85955228 -0.20660718],-3.05093602151,-0.252142218919,-8.13231891943,-2.28820201613,-0.223372106576,-14.4413234514
24,[-3.859596   -0.20660995],-3.05094866987,-0.252142618565,-8.13241190906,-2.2882115024,-0.22337248351,-14.4414464167
25,[-3.85956865 -0.20660872],-3.05094294773,-0.252142465879,-8.1323547487,-2.28820721079,-0.223372338232,-14.4413760365
26,[-3.85957274 -0.20660958],-3.05093756297,-0.252142314328,-8.13236464275,-2.28820317223,-0.223372194991,-14.4413741672
27,[-3.85958193 -0.20660967],-3.05094212345,-0.252142472229,-8.13238320562,-2.28820659259,-0.223372343782,-14.4414044437
28,[-3.85958796 -0.20660784],-3.05095556591,-0.252142862705,-8.13239159484,-2.28821667443,-0.223372713299,-14.4414437859
29,[-3.85957961 -0.20660662],-3.05095725299,-0.25214283855,-8.13237245506,-2.28821793974,-0.223372692273,-14.4414251015
30,[-3.85956001 -0.20660797],-3.0509407342,-0.252142387148,-8.13233597697,-2.28820555065,-0.223372264441,-14.4413520288
31,[-3.85956557 -0.20661091],-3.05092474602,-0.252141918919,-8.13235295642,-2.28819355951,-0.223371821621,-14.4413322693
32,[-3.8596049  -0.20661087],-3.05095356165,-0.252142804468,-8.13243153714,-2.28821517124,-0.223372657378,-14.4414779162
33,[-3.85955906 -0.20660798],-3.05094079235,-0.252142412402,-8.13233408498,-2.28820559426,-0.223372287274,-14.4413506194
34,[-3.85958682 -0.20660912],-3.05094665486,-0.252142566771,-8.13239186295,-2.28820999114,-0.223372434236,-14.4414218759
35,[-3.85958267 -0.2066083 ],-3.05095181466,-0.252142710467,-8.13238193749,-2.28821386099,-0.223372570077,-14.4414231348
36,[-3.85957334 -0.20660826],-3.05094702414,-0.252142546692,-8.13236320222,-2.2882102681,-0.223372415697,-14.4413921784
