Iteration,orbitalEnergies,exchangePotential,correlationPotential,bandEnergy,exchangeEnergy,correlationEnergy,totalEnergy
40,"[-19.88212346 -11.00792026  -2.18955965  -1.61018666  -1.52281384
  -1.52277297  -1.35563198  -1.35563198  -1.10368884  -1.        ]",-15.8127345524,-1.04280532184,-64.1820176705,-11.8595509143,-0.934115060213,-112.420827991
41,"[-19.88227474 -11.00795095  -2.18960517  -1.6102342   -1.52285391
  -1.52281294  -1.35563198  -1.35563198  -1.0992105   -1.        ]",-15.8125701378,-1.04280171603,-64.1827277828,-11.8594276034,-0.934111639442,-112.420884149
42,"[-19.88211511 -11.00792006  -2.18955655  -1.61018355  -1.52281101
  -1.52277032  -1.35563198  -1.35563198  -1.08489895  -1.        ]",-15.8127420853,-1.0428055219,-64.1819771774,-11.859556564,-0.934115249912,-112.420823426
43,"[-19.88228033 -11.00795338  -2.18960576  -1.61023505  -1.52285422
  -1.5228136   -1.35563198  -1.35563198  -1.07798361  -1.        ]",-15.8125622625,-1.04280161438,-64.1827486811,-11.8594216969,-0.93411154276,-112.420884358
44,"[-19.88211724 -11.00792158  -2.18955582  -1.61018305  -1.52281009
  -1.52276985  -1.35563198  -1.35563198  -1.04397847  -1.        ]",-15.8127378703,-1.0428055217,-64.1819791911,-11.8595534027,-0.934115249416,-112.420822127
45,"[-19.8822892  -11.00795663  -2.18960555  -1.6102353   -1.52285342
  -1.52281376  -1.35563198  -1.35563198  -1.04183398  -1.        ]",-15.8125494867,-1.04280153718,-64.1827716709,-11.859412115,-0.934111468243,-112.42088365
46,"[-19.88210253 -11.00792011  -2.18954811  -1.61017549  -1.5228026
  -1.52276346  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8127503386,-1.04280602923,-64.1818885755,-11.8595627539,-0.934115729504,-112.420812181
47,"[-19.88228649 -11.00795885  -2.18959757  -1.61022788  -1.52284484
  -1.52280756  -1.35563198  -1.35563198  -1.02518351  -1.        ]",-15.8125453193,-1.0428019576,-64.1827103157,-11.8594089895,-0.934111863419,-112.420873199
48,"[-19.88206376 -11.00791497  -2.18952942  -1.61015681  -1.52278464
  -1.5227478   -1.35563198  -1.35563198  -1.          -1.        ]",-15.8127854414,-1.04280730972,-64.181658795,-11.8595890811,-0.934116940571,-112.420788538
49,"[-19.88224718 -11.00795591  -2.18957186  -1.61020246  -1.52281923
  -1.52278647  -1.35563198  -1.35563198  -1.08850262  -1.        ]",-15.8125737295,-1.04280355209,-64.1824301723,-11.8594302971,-0.934113368004,-112.420840897
50,"[-19.88221044 -11.00795085  -2.18955424  -1.61018469  -1.52280234
  -1.52277165  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8126065408,-1.0428047259,-64.1822124027,-11.8594549056,-0.934114477075,-112.420818486
51,"[-19.88218066 -11.00794818  -2.18953577  -1.61016622  -1.52278415
  -1.5227564   -1.35563198  -1.35563198  -1.          -1.        ]",-15.8126280511,-1.04280582855,-64.1820067344,-11.8594710384,-0.934115515805,-112.420795885
52,"[-19.88213503 -11.00794237  -2.18951235  -1.61014252  -1.52276165
  -1.52273681  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8126656874,-1.04280727291,-64.1817254219,-11.8594992656,-0.934116878389,-112.420767732
53,"[-19.88210076 -11.00793876  -2.18949244  -1.6101224   -1.52274231
  -1.52272031  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8126906732,-1.04280841507,-64.1814979269,-11.8595180049,-0.934117954588,-112.420744274
54,"[-19.88206047 -11.00793291  -2.18947375  -1.61010323  -1.52272463
  -1.52270459  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8127257654,-1.04280958602,-64.181263127,-11.859544324,-0.934119060265,-112.420722263
55,"[-19.88203767 -11.00792928  -2.18946428  -1.61009351  -1.52271574
  -1.52269666  -1.35563198  -1.35563198  -1.          -1.        ]",-15.8127477707,-1.04281025232,-64.1811382312,-11.859560828,-0.934119690411,-112.42071094
1,"[-19.92401648 -11.02277111  -2.06817129  -1.51680592  -1.44537695
  -1.44536752  -1.3565393   -1.3565393   -1.19532941  -1.04233101]",-15.8113338713,-1.04275053232,-63.558097146,-11.8585004035,-0.93406369743,-111.769106982
